Roll Number,Legal Address,Tax/Exempt,Prop Type Code,Prop Type,Payer Type,Land Value,Impr. Value,Other Value,Total Value,Street Address,Prop Subtype,Description,Town,Tax Year
705100,"1412156 1 4    SW-7-20-2-5    32,508 Sq. Feet",E,10,Municipal Public Lands-Exempt,M  Municipal,139300,388900,0,528200,102 ROYAL AVENUE N.E.,,,TV,2016
705110,1412156 1 3    SW-7-20-2-5    1.12 Acres,T,12,Commercial Recreation,I  Individual,178400,0,0,178400,415 Main Street NE,,,TV,2016
706000,SW-7-20-2-5                    83.27 Acres    Not Under Plan,T,4,Industrial Improved,C  Corporation,342200,65500,0,407700,151 MADISON STREET N.E.,,,TV,2016
707000,"4323GY 1 1    SW-7-20-2-5    33,890 Sq. Feet",T,2,Residential,I  Individual,124900,127200,0,252100,401 VALLEY TRAIL N.E.,,,TV,2016
707500,"4323GY 1 2    SW-7-20-2-5    37,767 Sq. Feet",T,2,Residential,I  Individual,128900,300000,0,428900,407 VALLEY TRAIL N.E.,,,TV,2016
800000,8610274  1    SE-7-20-2-5    2.50 Acres,X,9,Provincial GIL,P  Provincial,173500,38800,0,212300,620 N. ROYALITE WAY N.E.,,,TV,2016
800500,8610274  5    SE-7-20-2-5    2.09 Acres,X,9,Provincial GIL,P  Provincial,164600,73600,0,238200,684 N. ROYALITE WAY N.E.,,,TV,2016
800550,0913094 1 7    SE-7-20-2-5    13.69 Acres    SOUTH EAST OF SHEEP RIVER,T,1,Residential Vacant,I  Individual,104100,0,0,104100,640 NORTH ROYALITE WAY N.E.,,,TV,2016
800600,"8610274  6ER    SE-7-20-2-5    6,447 Sq. Feet",E,10,Municipal Public Lands-Exempt,M  Municipal,74600,0,0,74600,ROYALITE WAY NE,,,TV,2016
801000,4332GB  2    SE-7-20-2-5    1.91 Acres,T,2,Residential,I  Individual,160700,268300,0,429000,652 N. ROYALITE WAY N.E.,,,TV,2016
801050,4332GB  3    SE-7-20-2-5    1.85 Acres,T,2,Residential,I  Individual,159400,232500,0,391900,662 NORTH ROYALITE WAY N.E.,,,TV,2016
802000,4332GB  4    SE-7-20-2-5    1.57 Acres,T,2,Residential,I  Individual,153300,186600,0,339900,674 N. ROYALITE WAY N.E.,,,TV,2016
803000,SE-7-20-2-5                      2.50 Acres,T,2,Residential,I  Individual,178100,121700,0,299800,705 N. ROYALITE WAY N.E.,,,TV,2016
804000,SE-7-20-2-5                      11.97 Acres,T,12,Commercial Recreation,C  Corporation,353900,0,0,353900,210 8th Street N.E.,,,TV,2016
805000,SE-7-20-2-5                      23.50 Acres,T,12,Commercial Recreation,C  Corporation,564900,0,0,564900,150 8TH ST. N.E.,,,TV,2016
805006,SE-7-20-2-5                      3.70 Acres,T,12,Commercial Recreation,C  Corporation,202600,1487800,0,1690400,820 IMPERIAL DR. SE,,,TV,2016
900010,"6095EB  1    NW-1-20-3-5    6,250 Sq. Feet",T,2,Residential,I  Individual,93900,129000,0,222900,501 SUNSET BLVD. S.W.,,,TV,2016
900020,"6095EB  2,E3    NW-1-20-3-5    9,380 Sq. Feet",T,2,Residential,I  Individual,105600,134000,0,239600,503 SUNSET BLVD. S.W.,,,TV,2016
900030,"6095EB  W3,4    NW-1-20-3-5    9,380 Sq. Feet",T,2,Residential,I  Individual,105600,73000,0,178600,505 SUNSET BLVD. S.W.,,,TV,2016
900060,"6095EB  5,6    NW-1-20-3-5    12,500 Sq. Feet",T,2,Residential,I  Individual,111300,235300,0,346600,511 SUNSET BLVD. S.W.,,,TV,2016
900070,"6095EB  7    NW-1-20-3-5    6,250 Sq. Feet",T,2,Residential,I  Individual,89200,194500,0,283700,513 SUNSET BLVD. S.W.,,,TV,2016
900080,"6095EB  8    NW-1-20-3-5    6,250 Sq. Feet    50' X 125'",T,2,Residential,I  Individual,93900,150800,0,244700,515 SUNSET BLVD. S.W.,,,TV,2016
900090,"6095EB  E9    NW-1-20-3-5    3,130 Sq. Feet",T,2,Residential,I  Individual,55400,129600,0,185000,517A SUNSET BLVD. S.W.,,,TV,2016
900095,"6095EB  W9    NW-1-20-3-5    3,130 Sq. Feet    West 25' of Lot 9",T,2,Residential,I  Individual,57900,132400,0,190300,517B SUNSET BLVD. S.W.,,,TV,2016
900100,"6095EB  E10    NW-1-20-3-5    3,130 Sq. Feet",T,2,Residential,I  Individual,57900,138600,0,196500,519A SUNSET BLVD. S.W.,,,TV,2016
900105,"6095EB  PT10    NW-1-20-3-5    3,130 Sq. Feet",T,2,Residential,I  Individual,57900,129600,0,187500,519B SUNSET BLVD. S.W.,,,TV,2016
900110,"6095EB  11    NW-1-20-3-5    6,250 Sq. Feet",T,2,Residential,I  Individual,93900,73300,0,167200,521 SUNSET BLVD. S.W.,,,TV,2016
900120,"6095EB  12    NW-1-20-3-5    6,250 Sq. Feet",T,2,Residential,I  Individual,93900,158000,0,251900,523 SUNSET BLVD. S.W.,,,TV,2016
900130,"6095EB  13    NW-1-20-3-5    6,250 Sq. Feet",T,2,Residential,I  Individual,93900,179900,0,273800,525 SUNSET BLVD. S.W.,,,TV,2016
1000010,"7211DR  1-3    NE-1-20-3-5    7,810 Sq. Feet",T,3,Commercial,C  Corporation,76700,463400,0,540100,101 SUNSET BLVD. S.W.,,,TV,2016
1000035,"7211DR  3-6    NE-1-20-3-5    10,940 Sq. Feet",T,3,Commercial,I  Individual,88400,77800,0,166200,105 SUNSET BLVD. S.W.,,,TV,2016
1000080,"7211DR  7-9    NE-1-20-3-5    9,375 Sq. Feet",T,3,Commercial,C  Corporation,89900,548300,0,638200,113 SUNSET BLVD. S.W.,,,TV,2016
1000100,"7211DR  10-12    NE-1-20-3-5    9,380 Sq. Feet",T,3,Commercial,C  Corporation,84000,164700,0,248700,117 SUNSET BLVD. S.W.,,,TV,2016
1000130,"7211DR  13,14    NE-1-20-3-5    6,250 Sq. Feet",T,3,Commercial,C  Corporation,69000,216000,0,285000,123 SUNSET BLVD. S.W.,,,TV,2016
1000150,"7211DR  15-20    NE-1-20-3-5    28,135 Sq. Feet",E,11,Institutional,C  Corporation,115000,571900,0,686900,133 SUNSET BLVD. S.W.,,,TV,2016
1000210,"7211DR  21    NE-1-20-3-5    3,130 Sq. Feet    25' X 125.2'",T,2,Residential,I  Individual,45700,68500,0,114200,139 SUNSET BLVD. S.W.,,,TV,2016
1000220,"7211DR  22    NE-1-20-3-5    4,630 Sq. Feet",T,2,Residential,I  Individual,69600,101600,0,171200,141 SUNSET BLVD. S.W.,,,TV,2016
1000300,954GV 2 1    NE-1-20-3-5    6.92 Acres,T,2,Residential,I  Individual,224600,199800,0,424400,206 MAIN ST. S.W.,,,TV,2016
1000300,954GV 2 1    NE-1-20-3-5    6.92 Acres,T,7,Farmland,I  Individual,600,0,0,600,206 MAIN ST. S.W.,,,TV,2016
1000400,"954GV 2 2    NE-1-20-3-5    26,005 Sq. Feet",E,11,Institutional,C  Corporation,116800,113200,0,230000,200 MAIN ST. S.W.,,,TV,2016
1000450,"954GV 2 3    NE-1-20-3-5    8,060 Sq. Feet",E,11,Institutional,C  Corporation,91300,0,0,91300,208 MAIN ST. S.W.,,,TV,2016
1000460,"954GV 2 4    NE-1-20-3-5    13,500 Sq. Feet    50' x 270' LOT SIZE",T,2,Residential,C  Corporation,73700,138200,0,211900,212 MAIN ST. S.W.,,,TV,2016
1000470,"954GV 2 5    NE-1-20-3-5    28,350 Sq. Feet",T,3,Commercial,I  Individual,115300,121100,0,236400,300 MAIN ST. S.W.,,,TV,2016
1000480,"954GV 2 6    NE-1-20-3-5    9,380 Sq. Feet",T,2,Residential,I  Individual,86200,85900,0,172100,304 MAIN ST. S.W.,,,TV,2016
1000490,"954GV 2 7    NE-1-20-3-5    11,050 Sq. Feet",T,2,Residential,I  Individual,99200,60900,0,160100,308 MAIN ST. S.W.,,,TV,2016
1000500,"1810LK 2 8    NE-1-20-3-5    12,500 Sq. Feet",T,2,Residential,I  Individual,101000,158900,0,259900,201 SUNSET BLVD. S.W.,,,TV,2016
1000510,"1810LK 2 9    NE-1-20-3-5    8,630 Sq. Feet",T,2,Residential,I  Individual,88600,48300,0,136900,205 SUNSET BLVD. S.W.,,,TV,2016
1000520,"1810LK 2 10    NE-1-20-3-5    10,000 Sq. Feet",T,2,Residential,I  Individual,97900,131600,0,229500,207 SUNSET BLVD. S.W.,,,TV,2016
1000600,"9710601 3 1    NE-1-20-3-5    23,087 Sq. Feet",T,2,Residential,I  Individual,113800,120000,0,233800,600 MAIN ST. S.W.,,,TV,2016
1000610,"9710601 3 2    NE-1-20-3-5    23,087 Sq. Feet",T,2,Residential,I  Individual,113800,120200,0,234000,700 MAIN ST. S.W.,,,TV,2016
1000700,"954GV 4 1    NE-1-20-3-5    7,940 Sq. Feet",T,2,Residential,I  Individual,90900,123200,0,214100,213 SUNSET BLVD. S.W.,,,TV,2016
1000710,"954GV 4 2    NE-1-20-3-5    8,190 Sq. Feet",T,2,Residential,I  Individual,91800,102000,0,193800,215 SUNSET BLVD. S.W,,,TV,2016
1000720,"954GV 4 3    NE-1-20-3-5    7,500 Sq. Feet",T,2,Residential,I  Individual,89400,141400,0,230800,217 SUNSET BLVD. S.W.,,,TV,2016
1000730,"954GV 4 4    NE-1-20-3-5    7,500 Sq. Feet",T,2,Residential,I  Individual,89400,126600,0,216000,219 SUNSET BLVD. S.W.,,,TV,2016
1000800,"7910682 5 9    NE-1-20-3-5    13,500 Sq. Feet",T,2,Residential,I  Individual,112600,172300,0,284900,319 SUNSET BLVD. S.W.,,,TV,2016
1000830,"5184JK 5 W60'1    NE-1-20-3-5    7,388 Sq. Feet    60'X125' less cut off on corner",T,2,Residential,I  Individual,98200,180500,0,278700,323 SUNSET BLVD. S.W.,,,TV,2016
1000850,"7910682 5 10    NE-1-20-3-5    6,250 Sq. Feet",T,2,Residential,I  Individual,93900,224000,0,317900,317 SUNSET BLVD. SW,,,TV,2016
1000860,"7910682 5 11    NE-1-20-3-5    7,690 Sq. Feet",T,2,Residential,I  Individual,99300,208500,0,307800,315 SUNSET BLVD. S.W.,,,TV,2016
1000870,"5184JK 5 E3,4    NE-1-20-3-5    13,440 Sq. Feet",T,2,Residential,I  Individual,117000,176500,0,293500,311 SUNSET BLVD. S.W.,,,TV,2016
1000880,"5184JK 5 W5    NE-1-20-3-5    3,440 Sq. Feet    West 27.5 feet of lot 5",T,2,Residential,I  Individual,61800,125700,0,187500,307b SUNSET BLVD. S.W.,,,TV,2016
1000890,"5184JK 5 E5    NE-1-20-3-5    3,440 Sq. Feet",T,2,Residential,I  Individual,61800,125700,0,187500,307a SUNSET BLVD. N.W.,,,TV,2016
1000900,"5184JK 5 6    NE-1-20-3-5    8,130 Sq. Feet",T,2,Residential,I  Individual,100900,179200,0,280100,305 SUNSET BLVD. S.W.,,,TV,2016
1000905,"1413263 5 13    NW-1-20-3-5    4,063 Sq. Feet    32'6"" X 125'",T,2,Residential,I  Individual,74500,176800,0,251300,303B Sunset Blvd. S.W.,,,TV,2016
1000910,"1413263 5 12    NE-1-20-3-5    4,063 Sq. Feet    32'6"" X 125'",T,2,Residential,I  Individual,74500,191300,0,265800,303A SUNSET BLVD. S.W.,,,TV,2016
1000920,"5184JK 5 8    NE-1-20-3-5    8,130 Sq. Feet",T,2,Residential,I  Individual,100900,185200,0,286100,301 SUNSET BLVD. S.W.,,,TV,2016
1001000,"954GV 6 1    NE-1-20-3-5    6,250 Sq. Feet",T,2,Residential,I  Individual,93900,187600,0,281500,401 SUNSET BLVD. S.W.,,,TV,2016
1001010,"954GV 6 E80'2    NE-1-20-3-5    10,000 Sq. Feet",T,2,Residential,I  Individual,107900,174200,0,282100,403 SUNSET BLVD. S.W.,,,TV,2016
1001020,"954GV 6 2    NE-1-20-3-5    8,750 Sq. Feet",T,2,Residential,I  Individual,103200,193500,0,296700,405 SUNSET BLVD. S.W.,,,TV,2016
1001030,"0411894 6 17    NE-1-20-3-5    4,989 Sq. Feet",T,2,Residential,I  Individual,81000,149000,0,230000,407A SUNSET BOULEVARD S.W.,,,TV,2016
1001035,"0411894 6 18    NE-1-20-3-5    4,985 Sq. Feet",T,2,Residential,I  Individual,81000,156300,0,237300,407B SUNSET BOULEVARD S.W.,,,TV,2016
1001040,"0411894 6 19    NE-1-20-3-5    8,725 Sq. Feet",T,2,Residential,I  Individual,103200,199900,0,303100,409 SUNSET BLVD. S.W.,,,TV,2016
1001050,"8210332 6 A    NE-1-20-3-5    6,250 Sq. Feet    Parcel ""A""",T,2,Residential,P  Provincial,93900,155600,0,249500,411 SUNSET BLVD. S.W.,,,TV,2016
1001060,"8210332 6 B    NE-1-20-3-5    6,250 Sq. Feet",T,2,Residential,I  Individual,93900,170500,0,264400,413 SUNSET BLVD. S.W.,,,TV,2016
1001070,"8210332 6 C    NE-1-20-3-5    11,000 Sq. Feet",T,2,Residential,I  Individual,109200,187800,0,297000,415 SUNSET BLVD. S.W.,,,TV,2016
1001080,"8210332 6 C    NE-1-20-3-5    10,310 Sq. Feet",T,2,Residential,I  Individual,112600,192900,0,305500,105 JOHN ST. S.W.,,,TV,2016
1001100,"5662GA D PARCEL    NE-1-20-3-5    8,750 Sq. Feet",T,2,Residential,I  Individual,93700,106000,0,199700,209 SUNSET BLVD. S.W.,,,TV,2016
1001110,"5662GA PT.D PARCEL    NE-1-20-3-5    10,000 Sq. Feet",T,2,Residential,I  Individual,97900,115800,0,213700,211 SUNSET BLVD. S.W.,,,TV,2016
1001200,NE-1-20-3-5                     5.37 Acres,T,2,Residential,I  Individual,364300,178900,0,543200,791 OKALTA RD. S.W.,,,TV,2016
1001300,1112685 3 44ER    NE-1-20-3-5    2.42 Acres    UR,E,10,Municipal Public Lands-Exempt,M  Municipal,254200,0,0,254200,610 Robert Street SW,,,TV,2016
1001400,1311726 1 1    NE-1-20-3-5    39.21 Acres    EVERWOOD ESTATES LTD.,T,1,Residential Vacant,C  Corporation,915600,0,0,915600,460 MAIN ST. S.W.,,,TV,2016
1001410,"0811870 1 1    NE-1-20-3-5    5,418 Sq. Feet",T,2,Residential,I  Individual,89900,296000,0,385900,230 REGENT ROAD SW,,,TV,2016
1001420,"0811870 1 2    NE-1-20-3-5    4,939 Sq. Feet",T,2,Residential,I  Individual,84300,275300,0,359600,228 REGENT ROAD SW,,,TV,2016
1001430,"0811870 1 3    NE-1-20-3-5    4,939 Sq. Feet",T,2,Residential,I  Individual,84300,320600,0,404900,226 REGENT ROAD SW,,,TV,2016
1001440,"0811870 1 4    NE-1-20-3-5    4,939 Sq. Feet",T,2,Residential,I  Individual,84300,271100,0,355400,224 REGENT ROAD SW,,,TV,2016
1001450,"0811870 1 5    NE-1-20-3-5    4,922 Sq. Feet",T,1,Residential Vacant,C  Corporation,84100,0,0,84100,222 REGENT ROAD SW,,,TV,2016
1001460,"0811870 1 6    NE-1-20-3-5    5,329 Sq. Feet",T,1,Residential Vacant,C  Corporation,88900,0,0,88900,220 REGENT ROAD SW,,,TV,2016
1001470,"0811870 1 7    NE-1-20-3-5    7,942 Sq. Feet",T,2,Residential,I  Individual,104000,273300,0,377300,218 REGENT ROAD SW,,,TV,2016
1001480,"0811870 1 8    NE-1-20-3-5    9,800 Sq. Feet",T,2,Residential,I  Individual,116600,375400,0,492000,216 REGENT ROAD SW,,,TV,2016
1001490,"0811870 1 9    NE-1-20-3-5    4,895 Sq. Feet",T,2,Residential,I  Individual,83800,321000,0,404800,215 REGENT ROAD SW,,,TV,2016
1001500,"0811870 1 10    NE-1-20-3-5    4,896 Sq. Feet",T,1,Residential Vacant,C  Corporation,83800,0,0,83800,213 REGENT ROAD SW,,,TV,2016
1001510,"0811870 1 11    NE-1-20-3-5    5,058 Sq. Feet",T,2,Residential,I  Individual,85700,305000,0,390700,211 REGENT ROAD SW,,,TV,2016
1001520,"0811870 1 12    NE-1-20-3-5    5,660 Sq. Feet",T,2,Residential,C  Corporation,92700,263300,0,356000,209 REGENT ROAD SW,,,TV,2016
1001530,"0811870 1 13    NE-1-20-3-5    5,660 Sq. Feet",T,2,Residential,C  Corporation,92700,283000,0,375700,207 REGENT ROAD SW,,,TV,2016
1001540,"0811870 1 14    NE-1-20-3-5    5,660 Sq. Feet",T,2,Residential,C  Corporation,92700,31900,0,124600,205 REGENT ROAD SW,,,TV,2016
1001550,"0811870 1 15    NE-1-20-3-5    5,660 Sq. Feet",T,2,Residential,I  Individual,92700,269600,0,362300,203 REGENT ROAD SW,,,TV,2016
1001560,"0811870 1 16    NE-1-20-3-5    6,300 Sq. Feet",T,2,Residential,I  Individual,97800,266700,0,364500,201 REGENT ROAD SW,,,TV,2016
1001570,"0811870 4 10    NE-1-20-3-5    8,450 Sq. Feet",T,2,Residential,I  Individual,105900,326300,0,432200,202 REGENT ROAD SW,,,TV,2016
1001580,"0811870 4 11    NE-1-20-3-5    6,442 Sq. Feet",T,2,Residential,C  Corporation,98300,409000,0,507300,204 REGENT ROAD SW,,,TV,2016
1001590,"0811870 4 12    NE-1-20-3-5    6,410 Sq. Feet",T,2,Residential,I  Individual,98200,269900,0,368100,206 REGENT ROAD SW,,,TV,2016
1001600,"0811870 4 13    NE-1-20-3-5    6,410 Sq. Feet",T,2,Residential,I  Individual,98200,221800,0,320000,208 REGENT ROAD SW,,,TV,2016
1001610,"0811870 4 14    NE-1-20-3-5    6,410 Sq. Feet",T,2,Residential,I  Individual,98200,256200,0,354400,210 REGENT ROAD SW,,,TV,2016
1001620,"0811870 4 15    NE-1-20-3-5    6,410 Sq. Feet",T,2,Residential,I  Individual,98200,299700,0,397900,212 REGENT ROAD SW,,,TV,2016
1001630,"0811870 4 16    NE-1-20-3-5    6,880 Sq. Feet",T,2,Residential,I  Individual,100000,282700,0,382700,214 REGENT ROAD SW,,,TV,2016
1001640,"0811870 4 1    NE-1-20-3-5    6,158 Sq. Feet",T,2,Residential,I  Individual,97200,326900,0,424100,201 GEORGE STREET SW,,,TV,2016
1001650,"0811870 4 2    NE-1-20-3-5    5,685 Sq. Feet",T,2,Residential,I  Individual,93000,273400,0,366400,203 GEORGE STREET SW,,,TV,2016
1001660,"0811870 4 3    NE-1-20-3-5    5,685 Sq. Feet",T,2,Residential,I  Individual,93000,234000,0,327000,205 GEORGE STREET SW,,,TV,2016
1001670,"0811870 4 4    NE-1-20-3-5    5,685 Sq. Feet",T,2,Residential,I  Individual,93000,210500,0,303500,207 GEORGE STREET SW,,,TV,2016
1001680,"0811870 4 5    NE-1-20-3-5    5,685 Sq. Feet",T,2,Residential,I  Individual,93000,243700,0,336700,209 GEORGE STREET SW,,,TV,2016
1001690,"0811870 4 6    NE-1-20-3-5    5,447 Sq. Feet",T,2,Residential,I  Individual,90200,216200,0,306400,211 GEORGE STREET SW,,,TV,2016
1001700,"0811870 4 7    NE-1-20-2-5    4,586 Sq. Feet",T,2,Residential,I  Individual,80300,284400,0,364700,213 GEORGE STREET SW,,,TV,2016
1001710,"0811870 4 8    NE-1-20-3-5    5,703 Sq. Feet",T,2,Residential,I  Individual,93200,216200,0,309400,215 GOERGE STREET SW,,,TV,2016
1001720,"0811870 4 9    NE-1-20-3-5    6,781 Sq. Feet",T,2,Residential,I  Individual,99600,364000,0,463600,217 GEORGE STREET SW,,,TV,2016
1001730,0811870 3 16    NE-1-20-3-5    1.87 Acres,T,1,Residential Vacant,C  Corporation,169100,0,0,169100,302 GEORGE STREET SW,,,TV,2016
1001740,"0811870 3 1    NE-1-20-3-5    5,843 Sq. Feet",T,2,Residential,I  Individual,94800,241900,0,336700,301 MCLEOD CRESCENT SW,,,TV,2016
1001750,"0811870 3 2    NE-1-20-3-5    5,660 Sq. Feet",T,2,Residential,I  Individual,92700,283900,0,376600,303 MCLEOD CRESCENT SW,,,TV,2016
1001760,"0811870 3 3    NE-1-20-3-5    5,660 Sq. Feet",T,2,Residential,I  Individual,92700,300700,0,393400,305 MCLEOD CRESCENT SW,,,TV,2016
1001770,"0811870 3 4    NE-1-20-3-5    5,660 Sq. Feet",T,2,Residential,I  Individual,92700,213600,0,306300,307 MCLEOD CRESCENT SW,,,TV,2016
1001780,"0811870 3 5    NE-1-20-3-5    5,660 Sq. Feet",T,2,Residential,I  Individual,92700,227700,0,320400,309 MCLEOD CRESCENT SW,,,TV,2016
1001790,"0811870 3 6    NE-1-20-3-5    5,660 Sq. Feet",T,2,Residential,I  Individual,92700,229500,0,322200,311 MCLEOD CRESCENT SW,,,TV,2016
1001800,"0811870 3 7    NE-1-20-3-5    5,880 Sq. Feet",T,2,Residential,I  Individual,95200,235000,0,330200,313 MCLEOD CRESCENT SW,,,TV,2016
1001810,"0811870 2 1    NE-1-20-3-5    7,415 Sq. Feet",T,2,Residential,I  Individual,102000,302000,0,404000,302 MCLEOD CRESCENT SW,,,TV,2016
1001820,"0811870 2 2    NE-1-20-3-5    6,306 Sq. Feet",T,2,Residential,I  Individual,97800,298000,0,395800,304 MCLEOD CRESCENT SW,,,TV,2016
1001830,"0811870 2 3    NE-1-20-3-5    5,192 Sq. Feet",T,2,Residential,I  Individual,87300,306700,0,394000,306 MCLEOD CRESCENT SW,,,TV,2016
1001840,"0811870 2 4    NE-1-20-3-5    5,192 Sq. Feet",T,2,Residential,I  Individual,87300,265400,0,352700,308 MCLEOD CRESCENT SW,,,TV,2016
1001850,"0811870 2 5    NE-1-20-3-5    5,192 Sq. Feet",T,2,Residential,I  Individual,87300,307800,0,395100,310 MCLEOD CRESCENT SW,,,TV,2016
1001860,"0811870 2 6    NE-1-20-3-5    5,192 Sq. Feet",T,2,Residential,C  Corporation,87300,252200,0,339500,312 MCLEOD CRESCENT SW,,,TV,2016
1001870,"0811870 2 7    NE-1-20-3-5    4,896 Sq. Feet",T,2,Residential,C  Corporation,83800,255600,0,339400,314 MCLEOD CRESCENT SW,,,TV,2016
1001875,"0814709 2 8    NE-1-20-3-5    5,209 Sq. Feet",T,2,Residential,I  Individual,87500,278800,0,366300,316 McLeod Crescent SW,,,TV,2016
1001880,"0811870 3 8    NE-1-20-3-5    5,471 Sq. Feet",T,2,Residential,I  Individual,90500,247200,0,337700,317 MCLEOD CRESCENT SW,,,TV,2016
1001890,"0811870 3 9    NE-1-20-3-5    5,432 Sq. Feet",T,2,Residential,I  Individual,90000,239200,0,329200,319 MCLEOD CRESCENT SW,,,TV,2016
1001900,"0811870 3 10    NE-1-20-3-5    5,432 Sq. Feet",T,2,Residential,I  Individual,90000,284100,0,374100,321 MCLEOD CRESCENT SW,,,TV,2016
1001910,"0811870 3 11    NE-1-20-3-5    5,432 Sq. Feet",T,2,Residential,I  Individual,90000,221600,0,311600,323 MCLEOD CRESCENT SW,,,TV,2016
1001920,"0811870 3 12    NE-1-20-3-5    5,432 Sq. Feet",T,2,Residential,I  Individual,90000,264400,0,354400,325 MCLEOD CRESCENT SW,,,TV,2016
1001930,"0811870 3 13    NE-1-20-3-5    5,432 Sq. Feet",T,2,Residential,I  Individual,90000,278300,0,368300,327 MCLEOD CRESCENT SW,,,TV,2016
1001940,"0811870 3 14    NE-1-20-3-5    5,432 Sq. Feet",T,2,Residential,I  Individual,90000,271800,0,361800,329 MCLEOD CRESCENT SW,,,TV,2016
1001950,"0811870 3 15    NE-1-20-3-5    6,048 Sq. Feet",T,2,Residential,I  Individual,96800,343800,0,440600,331 MCLEOD CRESCENT SW,,,TV,2016
1001960,"0814709 2 19    NE-1-20-3-5    3,493 Sq. Feet",T,2,Residential,I  Individual,67100,210400,0,277500,330A McLeod Crescent SW,,,TV,2016
1001965,"0814709 2 20    NE-1-20-3-5    3,493 Sq. Feet",T,2,Residential,I  Individual,67100,202000,0,269100,330B McLeod Crescent SW,,,TV,2016
1001970,"0910014 2 25    NE-1-20-3-5    5,650 Sq. Feet    EVERWWOD ESTATES 1B",T,1,Residential Vacant,C  Corporation,92600,0,0,92600,333 MCLEOD CRESCENT SW,,,TV,2016
1001980,"0910014 2 26    NE-1-20-3-5    6,357 Sq. Feet    EVERWOOD ESTATES 1B",T,2,Residential,I  Individual,98000,251900,0,349900,335 MCLEOD CRESCENT SW,,,TV,2016
1001990,"0910014 2 27    NE-1-20-3-5    6,212 Sq. Feet    EVERWOOD ESTATES 1B",T,1,Residential Vacant,I  Individual,97400,0,0,97400,337 MCLEOD CRESCENT SW,,,TV,2016
1002000,"0910014 2 28    NE-1-20-3-5    6,322 Sq. Feet    EVERWOOD ESTATES 1B",T,2,Residential,I  Individual,97800,261700,0,359500,339 MCLEOD CRESCENT SW,,,TV,2016
1002020,"0910014 2 29PUL    NE-1-20-3-5    17,642 Sq. Feet    EVERWOOD ESTATES 1B",E,10,Municipal Public Lands-Exempt,M  Municipal,122400,0,0,122400,343 MCLEOD CRESCENT SW,,,TV,2016
1002040,"0910014 2 30    NE-1-20-3-5    7,069 Sq. Feet    EVERWOOD ESTATES 1B",T,2,Residential,I  Individual,100700,301300,0,402000,347 MCLEOD CRESCENT SW,,,TV,2016
1002050,"0910014 2 31    NE-1-20-3-5    7,280 Sq. Feet    EVERWOOD ESTATES 1B",T,2,Residential,I  Individual,101500,277800,0,379300,349 MCLEOD CRESCENT SW,,,TV,2016
1002060,"1013499 2 38    NE-1-20-3-5    3,494 Sq. Feet",T,2,Residential,P  Provincial,67100,164500,0,231600,410 McLeod Crescent SW,,,TV,2016
1002070,"1013499 2 37    NE-1-20-3-5    3,494 Sq. Feet",T,2,Residential,P  Provincial,67100,164500,0,231600,420 McLeod Crescent SW,,,TV,2016
1002080,"1013499 2 36    NE-1-20-3-5    3,494 Sq. Feet",T,2,Residential,P  Provincial,67100,168400,0,235500,430 McLeod Crescent SW,,,TV,2016
1002090,"1013499 2 35    NE-1-20-3-5    3,494 Sq. Feet",T,2,Residential,P  Provincial,67100,168400,0,235500,440 McLeod Crescent SW,,,TV,2016
1003000,"1013499 2 34    NE-1-20-3-5    3,461 Sq. Feet",T,2,Residential,P  Provincial,66400,172400,0,238800,450 McLeod Crescent SW,,,TV,2016
1003010,"1013499 2 33    NE-1-20-3-5    3,357 Sq. Feet",T,2,Residential,P  Provincial,64200,172400,0,236600,460 McLeod Crescent SW,,,TV,2016
1003020,"1013499 2 32    NE-1-20-3-5    4,856 Sq. Feet",T,2,Residential,P  Provincial,83400,192400,0,275800,470 McLeod Crescent SW,,,TV,2016
1006000,1311726 1 1    NE-1-20-3-5    27.18 Acres,E,10,Municipal Public Lands-Exempt,M  Municipal,360200,0,0,360200,800 Oakalta Road S.W.,,,TV,2016
1006010,"7910635 1 N1    NE-1-20-3-5    4,020 Sq. Feet",T,2,Residential,I  Individual,73600,139100,0,212700,201 JOHN ST. S.W.,,,TV,2016
1006015,"7910635 1 S1    NE-1-20-3-5    4,020 Sq. Feet",T,2,Residential,I  Individual,73600,120400,0,194000,203 JOHN ST. S.W.,,,TV,2016
1006020,"7910635 1 N2    NE-1-20-3-5    3,575 Sq. Feet",T,2,Residential,I  Individual,64500,156100,0,220600,205 JOHN ST. S.W.,,,TV,2016
1006025,"7910635 1 S2    NE-1-20-3-5    3,575 Sq. Feet",T,2,Residential,I  Individual,64500,136200,0,200700,207 JOHN ST. S.W.,,,TV,2016
1006030,"7910635 1 S3    NE-1-20-3-5    3,580 Sq. Feet",T,2,Residential,I  Individual,64600,123100,0,187700,211 JOHN ST. S.W.,,,TV,2016
1006035,"7910635 1 3    NE-1-20-3-5    3,580 Sq. Feet",T,2,Residential,I  Individual,64600,125400,0,190000,209 JOHN ST. S.W.,,,TV,2016
1006040,"0412155 1 4A    NE-1-20-3-5    3,575 Sq. Feet",T,2,Residential,I  Individual,64500,163400,0,227900,213 JOHN STREET S.W.,,,TV,2016
1006045,"0412155 1 4B    NE-1-20-3-5    3,575 Sq. Feet",T,2,Residential,I  Individual,64500,159500,0,224000,215 JOHN STREET S.W.,,,TV,2016
