Roll Number,Legal Address,Tax/Exempt,Prop Type Code,Prop Type,Payer Type,Land Value,Impr. Value,Other Value,Total Value,Street Address,Prop Subtype,Description,Town,Tax Year
621400,8110560 20 7    SE-12-20-3-5    2.19 Acres,T,1,Residential Vacant,I  Individual,253800,0,0,253800,211 DUNHAM LANE,R    LAND,,TV,2021
622005,"0911530 32 3    SE-12-20-3-5    5,450 Sq. Feet",T,2,Residential,I  Individual,100100,349700,0,449800,620 ANDERSON CRESCENT NW,R    LAND & IMPROVEMENTS,,TV,2021
622010,"0911530 32 2    SE-12-20-3-5    5,735 Sq. Feet",T,2,Residential,I  Individual,103800,342700,0,446500,622 ANDERSON CRESCENT NW,R    LAND & IMPROVEMENTS,,TV,2021
622015,"0911530 32 1    SE-12-20-3-5    7,113 Sq. Feet",T,2,Residential,I  Individual,111900,283700,0,395600,624 ANDERSON CRESCENT NW,R    LAND & IMPROVEMENTS,,TV,2021
622100,9511442 22 1    SE-12-20-3-5    2.72 Acres,T,1,Residential Vacant,C  Corporation,228700,0,0,228700,600 ANDERSON CRESCENT N.W.,R    LAND,,TV,2021
622110,"2010541 33 19PUL    SE-12-20-3-5    22,689 Sq. Feet",E,10,Municipal Public Lands-Exempt,M  Municipal,169200,0,0,169200,102 Anderson Road NW,NR  LAND,,TV,2021
622190,"9811867 22 19    SE-12-20-3-5    5,066 Sq. Feet",T,2,Residential,I  Individual,80200,213300,0,293500,208 EDWARD AVENUE NW,R    LAND & IMPROVEMENTS,,TV,2021
622200,"9811867 22 20    SE-12-20-3-5    5,065 Sq. Feet",T,2,Residential,I  Individual,80200,203100,0,283300,210 EDWARD AVENUE NW,R    LAND & IMPROVEMENTS,,TV,2021
622210,"9811867 22 21    SE-12-20-3-5    5,066 Sq. Feet",T,2,Residential,I  Individual,80200,182000,0,262200,212 EDWARD AVENUE N.W.,R    LAND & IMPROVEMENTS,,TV,2021
622220,"9811867 22 22    SE-12-20-3-5    7,649 Sq. Feet",T,1,Residential Vacant,I  Individual,97100,0,0,97100,510 ARCHIBALD WAY NW,R    LAND,USED AS A GREEN STRIP BY #509,TV,2021
622230,"9811867 22 23    SE-12-20-3-5    6,892 Sq. Feet",T,2,Residential,I  Individual,94300,265700,0,360000,512 ARCHIBALD WAY NW,R    LAND & IMPROVEMENTS,,TV,2021
622240,"9811867 22 24    SE-12-20-3-5    5,714 Sq. Feet",T,2,Residential,I  Individual,87700,211600,0,299300,600 ARCHIBALD WAY NW,R    LAND & IMPROVEMENTS,,TV,2021
622250,"9811867 22 25    SE-12-20-3-5    5,774 Sq. Feet",T,2,Residential,I  Individual,88400,183000,0,271400,602 ARCHIBALD WAY NW,R    LAND & IMPROVEMENTS,,TV,2021
622260,"9811867 22 26    SE-12-20-3-5    6,237 Sq. Feet",T,2,Residential,I  Individual,91900,278800,0,370700,604 ARCHIBALD WAY NW,R    LAND & IMPROVEMENTS,,TV,2021
622270,"0714405 1 2    SE-12-20-3-5    5,077 Sq. Feet",T,2,Residential,I  Individual,86700,328600,0,415300,214 Edward Avenue N.W.,R    LAND & IMPROVEMENTS,,TV,2021
622280,"0714405 1 1    SE-12-20-3-5    5,160 Sq. Feet",T,2,Residential,I  Individual,87700,320200,0,407900,216 Edward Avenue N.W.,R    LAND & IMPROVEMENTS,,TV,2021
622290,"0714405 2 5    SE-12-20-3-5    5,360 Sq. Feet",T,2,Residential,I  Individual,90000,348200,0,438200,218 Edward Avenue N.W.,R    LAND & IMPROVEMENTS,,TV,2021
622300,"0714405 2 4    SE-12-20-3-5    5,349 Sq. Feet",T,2,Residential,I  Individual,89900,270300,0,360200,220 Edward Avenue N.W.,R    LAND & IMPROVEMENTS,,TV,2021
622310,"0714405 2 3    SE-12-20-3-5    5,349 Sq. Feet",T,2,Residential,I  Individual,89900,260400,0,350300,222 Edward Avenue N.W.,R    LAND & IMPROVEMENTS,,TV,2021
622320,"0714405 2 2    SE-12-20-3-5    5,349 Sq. Feet",T,2,Residential,I  Individual,89900,255300,0,345200,224 Edward Avenue N.W.,R    LAND & IMPROVEMENTS,,TV,2021
622330,"0714405 2 1    SE-12-20-3-5    5,362 Sq. Feet",T,2,Residential,I  Individual,90000,264400,0,354400,226 Edward Avenue N.W.,R    LAND & IMPROVEMENTS,,TV,2021
622340,"2010541 32 4    SE-12-20-3-5    6,240 Sq. Feet",T,1,Residential Vacant,I  Individual,127900,0,0,127900,655 Anderson Road NW,R    LAND,,TV,2021
622345,"2010541 32 5    SE-12-20-3-5    5,674 Sq. Feet",T,1,Residential Vacant,C  Corporation,121700,0,0,121700,657 Anderson Road NW,R    LAND,,TV,2021
622350,"2010541 32 6    SE-12-20-3-5    5,507 Sq. Feet",T,1,Residential Vacant,I  Individual,119200,0,0,119200,659 Anderson Road NW,R    LAND,,TV,2021
622355,"2010541 32 7    SE-12-20-3-5    5,501 Sq. Feet",T,1,Residential Vacant,I  Individual,119100,0,0,119100,661 Anderson Road NW,R    LAND,,TV,2021
622360,"2010541 32 8    SE-12-20-3-5    5,500 Sq. Feet",T,1,Residential Vacant,C  Corporation,119100,0,0,119100,663 Anderson Road MW,R    LAND,,TV,2021
622365,"2010541 32 9    SE-12-20-3-5    5,486 Sq. Feet",T,1,Residential Vacant,C  Corporation,118900,0,0,118900,665 Anderson Road NW,R    LAND,,TV,2021
622370,"2010541 33 1    SE-12-20-3-5    5,829 Sq. Feet",T,2,Residential,I  Individual,124100,19000,0,143100,668 Anderson Close NW,R    LAND & IMPROVEMENTS,,TV,2021
622375,"2010541 33 2    SE-12-20-3-5    5,495 Sq. Feet",T,1,Residential Vacant,C  Corporation,119000,0,0,119000,670 Anderson Close NW,R    LAND,,TV,2021
622380,"2010541 33 3    SE-12-20-3-5    5,495 Sq. Feet",T,1,Residential Vacant,I  Individual,119000,0,0,119000,672 Anderson Close NW,R    LAND,,TV,2021
622385,"2010541 33 4    SE-12-20-3-5    5,495 Sq. Feet",T,1,Residential Vacant,I  Individual,119000,0,0,119000,674 Anderson Close NW,R    LAND,,TV,2021
622390,"2010541 33 5    SE-12-20-3-5    6,237 Sq. Feet",T,1,Residential Vacant,I  Individual,127900,0,0,127900,676 Anderson Close NW,R    LAND,,TV,2021
622395,"2010541 33 6    SE-12-20-3-5    6,823 Sq. Feet",T,1,Residential Vacant,C  Corporation,130800,0,0,130800,678 Anderson Close NW,R    LAND,,TV,2021
622400,"2010541 33 7    SE-12-20-3-5    6,146 Sq. Feet",T,1,Residential Vacant,C  Corporation,127400,0,0,127400,680 Anderson Close NW,R    LAND,,TV,2021
622405,"2010541 33 8    SE-12-20-3-5    6,667 Sq. Feet",T,1,Residential Vacant,C  Corporation,130000,0,0,130000,679 Anderson Close NW,R    LAND,,TV,2021
622410,"2010541 33 9    SE-12-20-3-5    7,503 Sq. Feet",T,1,Residential Vacant,I  Individual,134200,0,0,134200,677 Anderson Close NW,R    LAND,,TV,2021
622415,"2010541 33 10    SE-12-20-3-5    6,780 Sq. Feet",T,1,Residential Vacant,C  Corporation,130600,0,0,130600,675 Anderson Close NW,R    LAND,,TV,2021
622420,"2010541 33 11    SE-12-20-3-5    6,422 Sq. Feet",T,1,Residential Vacant,C  Corporation,128800,0,0,128800,673 Anderson Close NW,R    LAND,,TV,2021
622425,"2010541 33 12    SE-12-20-3-5    6,098 Sq. Feet",T,1,Residential Vacant,C  Corporation,127200,0,0,127200,671 Anderson Close NW,R    LAND,,TV,2021
622430,"2010541 33 13    SE-12-20-3-5    5,413 Sq. Feet",T,1,Residential Vacant,I  Individual,117800,0,0,117800,669 Anderson Close NW,R    LAND,,TV,2021
622435,"2010541 33 14    SE-12-20-3-5    6,161 Sq. Feet",T,2,Residential,I  Individual,127500,20600,0,148100,667 Anderson Close NW,R    LAND & IMPROVEMENTS,,TV,2021
622440,"2010541 33 16    SE-12-20-3-5    7,694 Sq. Feet",T,1,Residential Vacant,I  Individual,135100,0,0,135100,654 Anderson Road NW,R    LAND,,TV,2021
622445,"2010541 33 17    SE-12-20-3-5    6,099 Sq. Feet",T,1,Residential Vacant,I  Individual,127200,0,0,127200,652 Anderson Road NW,R    LAND,,TV,2021
622450,"2010541 33 18    SE-12-20-3-5    5,561 Sq. Feet",T,1,Residential Vacant,I  Individual,120000,0,0,120000,650 Anderson Road NW,R    LAND,,TV,2021
622455,2010541 32 10MR    SE-12-20-3-5    985 Sq. Feet,E,10,Municipal Public Lands-Exempt,M  Municipal,17100,0,0,17100,667 Anderson Road NW,NR  LAND,,TV,2021
622460,"2010541 33 15MR    SE-12-20-3-5    16,689 Sq. Feet",E,10,Municipal Public Lands-Exempt,M  Municipal,30500,0,0,30500,682 Anderson Crescent NW,NR  LAND,,TV,2021
622465,"2010541 33 20PUL    SE-12-20-3-5    32,796 Sq. Feet",E,10,Municipal Public Lands-Exempt,M  Municipal,70900,0,0,70900,681 Anderson Crescent NW,NR  LAND,,TV,2021
623010,"7810261 23 W1    SE-12-20-3-5    3,190 Sq. Feet",T,2,Residential,I  Individual,60500,120800,0,181300,224B ROYAL AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2021
623015,"7810261 23 E1    SE-12-20-3-5    3,190 Sq. Feet",T,2,Residential,I  Individual,60500,128000,0,188500,224A ROYAL AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2021
623020,"7810261 23 W2    SE-12-20-3-5    3,190 Sq. Feet",T,2,Residential,I  Individual,60500,137000,0,197500,222B ROYAL AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2021
623025,"7810261 23 E2    SE-12-20-3-5    3,190 Sq. Feet",T,2,Residential,I  Individual,60500,137000,0,197500,222A ROYAL AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2021
623030,"7810261 23 W3    SE-12-20-3-5    3,190 Sq. Feet",T,2,Residential,I  Individual,55500,141500,0,197000,220B ROYAL AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2021
623035,"7810261 23 E3    SE-12-20-3-5    3,190 Sq. Feet",T,2,Residential,I  Individual,55500,130400,0,185900,220A ROYAL AVE. NW,R    LAND & IMPROVEMENTS,,TV,2021
623040,"7810261 23 4    SE-12-20-3-5    6,380 Sq. Feet",T,2,Residential,I  Individual,92400,195900,0,288300,218 ROYAL AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2021
623050,"7810261 23 W5    SE-12-20-3-5    3,190 Sq. Feet",T,2,Residential,I  Individual,55500,139500,0,195000,216B ROYAL AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2021
623055,"7810261 23 E5    SE-12-20-3-5    3,190 Sq. Feet",T,2,Residential,I  Individual,55500,114500,0,170000,216A ROYAL AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2021
623060,"7810261 23 6    SE-12-20-3-5    6,380 Sq. Feet",T,2,Residential,I  Individual,92400,198600,0,291000,214 ROYAL AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2021
623070,7810261 23 7    SE-12-20-3-5    1.24 Acres,T,2,Residential,I  Individual,177800,479200,0,657000,240 EDWARD AVE. N.W.,R    LAND & IMPROVEMENTS,NORTH END OF GEORGE STREET & EAST LANE,TV,2021
623180,"0012787 24 18    SE-12-20-3-5    6,652 Sq. Feet",T,2,Residential,I  Individual,99900,200300,0,300200,301 EDWARD AVENUE NW,R    LAND & IMPROVEMENTS,,TV,2021
623190,"0012787 24 19    SE-12-20-3-5    6,348 Sq. Feet",T,2,Residential,I  Individual,98800,173300,0,272100,303 EDWARD AVENUE NORTH W,R    LAND & IMPROVEMENTS,,TV,2021
623200,"0012787 24 20    SE-12-20-3-5    6,135 Sq. Feet",T,2,Residential,I  Individual,98000,194900,0,292900,305 EDWARD AVENUE NORTH W,R    LAND & IMPROVEMENTS,,TV,2021
623210,"0012787 24 21    SE-12-20-3-5    6,068 Sq. Feet",T,2,Residential,I  Individual,97700,219100,0,316800,307 EDWARD AVENUE N.W.,R    LAND & IMPROVEMENTS,,TV,2021
623220,"0210242 24 33    SE-12-20-3-5    6,030 Sq. Feet",T,2,Residential,I  Individual,97600,174500,0,272100,309 EDWARD AVENUE N.W.,R    LAND & IMPROVEMENTS,,TV,2021
623230,"0210242 24 32    SE-12-20-3-5    5,920 Sq. Feet",T,2,Residential,I  Individual,96500,197700,0,294200,311 EDWARD AVENUE N.W.,R    LAND & IMPROVEMENTS,,TV,2021
623240,"0012787 24 24    SE-12-20-3-5    5,084 Sq. Feet",T,2,Residential,I  Individual,86800,182200,0,269000,313 EDWARD AVENUE NORTH W,R    LAND & IMPROVEMENTS,,TV,2021
623250,"0012787 24 25    SE-12-20-3-5    5,084 Sq. Feet",T,2,Residential,I  Individual,86800,203700,0,290500,315 EDWARD AVENUE NORTH W,R    LAND & IMPROVEMENTS,,TV,2021
623260,"0210242 24 31    SE-12-20-3-5    6,900 Sq. Feet",T,2,Residential,I  Individual,100900,255300,0,356200,317 EDWARD AVENUE NW,R    LAND & IMPROVEMENTS,,TV,2021
623270,0012787 24 27MR    SE-12-20-3-5    862 Sq. Feet,E,10,Municipal Public Lands-Exempt,M  Municipal,12000,0,0,12000,EDWARD AVENUE NORTH WEST,NR  LAND,,TV,2021
623280,"0012787 24 28MR    SE-12-20-3-5    13,939 Sq. Feet",E,10,Municipal Public Lands-Exempt,M  Municipal,94600,0,0,94600,319 EDWARD AVENUE NORTH W,NR  LAND,,TV,2021
623290,"0012787 24 29ER    SE-12-20-3-5    13,068 Sq. Feet",E,10,Municipal Public Lands-Exempt,M  Municipal,93700,0,0,93700,321 EDWARD AVENUE NORTH W,NR  LAND,,TV,2021
623300,"0012787 24 30MR    SE-12-20-3-5    12,632 Sq. Feet",E,10,Municipal Public Lands-Exempt,M  Municipal,99000,0,0,99000,323 EDWARD AVENUE NORTH W,NR  LAND,,TV,2021
623310,"0012787 26 1    SE-12-20-3-5    6,738 Sq. Feet",T,2,Residential,I  Individual,105300,248600,0,353900,302 EDWARD CLOSE NW,R    LAND & IMPROVEMENTS,,TV,2021
623320,"0012787 26 2    SE-12-20-3-5    5,442 Sq. Feet",T,2,Residential,I  Individual,100000,188800,0,288800,304 EDWARD CLOSE NW,R    LAND & IMPROVEMENTS,,TV,2021
623330,"0012787 26 3    SE-12-20-3-5    8,887 Sq. Feet",T,2,Residential,I  Individual,119400,236700,0,356100,306 EDWARD CLOSE NW,R    LAND & IMPROVEMENTS,,TV,2021
623340,"0012787 26 4    SE-12-20-3-5    8,922 Sq. Feet",T,2,Residential,I  Individual,119500,243600,0,363100,308 EDWARD CLOSE N.W.,R    LAND & IMPROVEMENTS,,TV,2021
623350,"0012787 26 5    SE-12-20-3-5    6,041 Sq. Feet",T,2,Residential,I  Individual,107400,230600,0,338000,310 EDWARD CLOSE NW,R    LAND & IMPROVEMENTS,,TV,2021
623360,"0012787 26 6    SE-12-20-3-5    5,322 Sq. Feet",T,2,Residential,I  Individual,98500,222600,0,321100,312 EDWARD CLOSE NW,R    LAND & IMPROVEMENTS,,TV,2021
623370,"0012787 26 7    SE-12-20-3-5    5,737 Sq. Feet",T,2,Residential,I  Individual,103800,285200,0,389000,314 EDWARD CLOSE NW,R    LAND & IMPROVEMENTS,,TV,2021
623380,"0012787 26 8    SE-12-20-3-5    5,999 Sq. Feet",T,2,Residential,I  Individual,107200,216100,0,323300,316 EDWARD CLOSE NW,R    LAND & IMPROVEMENTS,,TV,2021
623390,"0012787 26 9    SE-12-20-3-5    6,184 Sq. Feet",T,2,Residential,I  Individual,103100,231200,0,334300,318 EDWARD CLOSE NW,R    LAND & IMPROVEMENTS,,TV,2021
623400,"0012787 26 10MR    SE-12-20-3-5    14,375 Sq. Feet",E,10,Municipal Public Lands-Exempt,M  Municipal,107000,0,0,107000,320 EDWARD AVENUE NORTH W,NR  LAND,,TV,2021
623410,"0012787 26 11ER    SE-12-20-3-5    27,878 Sq. Feet",E,10,Municipal Public Lands-Exempt,M  Municipal,102100,0,0,102100,322 EDWARD AVENUE NORTH W,NR  LAND,,TV,2021
623420,0012787 26 12MR    SE-12-20-3-5    1.51 Acres,E,10,Municipal Public Lands-Exempt,M  Municipal,131200,0,0,131200,324 EDWARD AVENUE NORTH W,NR  LAND,,TV,2021
623430,"0412056 29 21    SE-12-20-3-5    5,650 Sq. Feet",T,2,Residential,I  Individual,102700,225900,0,328600,501 COUNTRY MEADOWS WAY,R    LAND & IMPROVEMENTS,,TV,2021
623440,"0412056 29 20    SE-12-20-3-5    7,323 Sq. Feet",T,2,Residential,I  Individual,112800,277200,0,390000,503 COUNTRY MEADOWS WAY,R    LAND & IMPROVEMENTS,,TV,2021
623450,"0412056 29 19    SE-12-20-3-5    7,087 Sq. Feet",T,2,Residential,I  Individual,111800,323400,0,435200,505 COUNTRY MEADOWS WAY,R    LAND & IMPROVEMENTS,,TV,2021
623460,"0714385 29 18    SE-12-20-3-5    4,950 Sq. Feet",T,2,Residential,I  Individual,93700,283900,0,377600,507 Country Meadows Way N.W.,R    LAND & IMPROVEMENTS,,TV,2021
623470,"0714385 29 17    SE-12-20-3-5    5,102 Sq. Feet",T,2,Residential,I  Individual,95700,283100,0,378800,509 Country Meadows Way N.W.,R    LAND & IMPROVEMENTS,,TV,2021
623480,"0714385 29 16    SE-12-20-3-5    5,129 Sq. Feet",T,2,Residential,I  Individual,96000,253400,0,349400,511 Country Meadows Way N.W.,R    LAND & IMPROVEMENTS,,TV,2021
623490,"0714385 29 15    SE-12-20-3-5    5,156 Sq. Feet",T,2,Residential,I  Individual,96400,296000,0,392400,513 Country Meadows Way N.W.,R    LAND & IMPROVEMENTS,,TV,2021
623500,"0714385 29 14    SE-12-20-3-5    5,202 Sq. Feet",T,2,Residential,I  Individual,97000,316500,0,413500,515 Country Meadows Way N.W.,R    LAND & IMPROVEMENTS,,TV,2021
623510,"0714385 29 13    SE-12-20-3-5    5,776 Sq. Feet",T,2,Residential,I  Individual,104300,279700,0,384000,517 Country Meadows Way N.W.,R    LAND & IMPROVEMENTS,,TV,2021
623520,"0714385 29 12    SE-12-20-3-5    6,496 Sq. Feet",T,2,Residential,I  Individual,109300,281700,0,391000,519 Country Meadows Way N.W.,R    LAND & IMPROVEMENTS,,TV,2021
623530,"0714385 29 11    SE-12-20-3-5    6,970 Sq. Feet",T,2,Residential,I  Individual,111300,269000,0,380300,521 Country Meadows Way N.W.,R    LAND & IMPROVEMENTS,,TV,2021
623540,"0714385 29 10    SE-12-20-3-5    6,099 Sq. Feet",T,2,Residential,I  Individual,107600,295900,0,403500,523 Country Meadows Way N.W.,R    LAND & IMPROVEMENTS,,TV,2021
623550,"0714385 29 9    SE-12-20-3-5    7,308 Sq. Feet",T,2,Residential,I  Individual,112700,262900,0,375600,525 Country Meadows Way N.W.,R    LAND & IMPROVEMENTS,,TV,2021
623560,"0714385 29 8    SE-12-20-3-5    7,220 Sq. Feet",T,2,Residential,I  Individual,109300,371500,0,480800,527 Country Meadows Way N.W.,R    LAND & IMPROVEMENTS,,TV,2021
623565,"0412056 29 15MR    SE-12-20-3-5    2,614 Sq. Feet",E,10,Municipal Public Lands-Exempt,M  Municipal,52200,0,0,52200,324 EDWARD AVENUE N.W.,NR  LAND,,TV,2021
623566,"0714385 29 22MR    SE-12-20-3-5    2,690 Sq. Feet",E,10,Municipal Public Lands-Exempt,M  Municipal,18700,0,0,18700,324B Edward Avenue N.W.,NR  LAND,,TV,2021
623570,"0412056 29 7    SE-12-20-3-5    4,210 Sq. Feet",T,2,Residential,I  Individual,82700,219400,0,302100,529 COUNTRY MEADOWS WAY,R    LAND & IMPROVEMENTS,,TV,2021
623580,"0412056 29 6    SE-12-20-3-5    4,300 Sq. Feet",T,2,Residential,I  Individual,84600,260100,0,344700,531 COUNTRY MEADOWS WAY,R    LAND & IMPROVEMENTS,,TV,2021
623590,"0412056 29 5    SE-12-20-3-5    4,439 Sq. Feet",T,2,Residential,I  Individual,87200,238500,0,325700,533 COUNTRY MEADOWS WAY,R    LAND & IMPROVEMENTS,,TV,2021
623600,"0412056 29 4    SE-12-20-3-5    4,439 Sq. Feet",T,2,Residential,I  Individual,87200,282800,0,370000,535 COUNTRY MEADOWS WAY,R    LAND & IMPROVEMENTS,,TV,2021
623610,"0412056 29 3    SE-12-20-3-5    4,439 Sq. Feet",T,2,Residential,I  Individual,87200,245700,0,332900,537 COUNTRY MEADOWS WAY,R    LAND & IMPROVEMENTS,,TV,2021
623620,"0412056 29 2    SE-12-20-3-5    4,439 Sq. Feet",T,2,Residential,I  Individual,87200,217100,0,304300,539 COUNTRY MEADOWS WAY,R    LAND & IMPROVEMENTS,,TV,2021
623630,"0412056 29 1    SE-12-20-3-5    4,950 Sq. Feet",T,2,Residential,I  Individual,93700,213500,0,307200,541 COUNTRY MEADOWS WAY,R    LAND & IMPROVEMENTS,,TV,2021
623640,"0412056 30 9    SE-12-20-3-5    5,840 Sq. Feet",T,2,Residential,I  Individual,105100,240600,0,345700,532 COUNTRY MEADOWS WAY,R    LAND & IMPROVEMENTS,,TV,2021
623650,"0412056 30 8    SE-12-20-3-5    5,307 Sq. Feet",T,2,Residential,I  Individual,98300,233800,0,332100,534 COUNTRY MEADOWS WAY,R    LAND & IMPROVEMENTS,,TV,2021
623660,"0412056 30 7    SE-12-20-3-5    4,210 Sq. Feet",T,2,Residential,I  Individual,82700,177800,0,260500,536 COUNTRY MEADOWS WAY,R    LAND & IMPROVEMENTS,,TV,2021
623670,"0412056 30 6    SE-12-20-3-5    4,439 Sq. Feet",T,2,Residential,I  Individual,87200,251900,0,339100,538 COUNTRY MEADOWS WAY,R    LAND & IMPROVEMENTS,,TV,2021
623680,"0412056 30 5    SE-12-20-3-5    4,952 Sq. Feet",T,2,Residential,I  Individual,93800,236900,0,330700,540 COUNTRY MEADOWS WAY,R    LAND & IMPROVEMENTS,,TV,2021
623690,"0412056 30 4    SE-12-20-3-5    4,439 Sq. Feet",T,2,Residential,I  Individual,87200,249600,0,336800,511 COUNTRY MEADOWS STREET,R    LAND & IMPROVEMENTS,,TV,2021
623700,"0412056 30 3    SE-12-20-3-5    4,439 Sq. Feet",T,2,Residential,I  Individual,87200,236900,0,324100,509 COUNTRY MEADOWS STREET,R    LAND & IMPROVEMENTS,,TV,2021
623710,"0412056 30 2    SE-12-20-3-5    4,439 Sq. Feet",T,2,Residential,I  Individual,87200,230000,0,317200,507 COUNTRY MEADOWS STREET,R    LAND & IMPROVEMENTS,,TV,2021
623720,"0412056 30 1    SE-12-20-3-5    4,430 Sq. Feet",T,2,Residential,I  Individual,87100,235400,0,322500,505 COUNTRY MEADOWS STREET,R    LAND & IMPROVEMENTS,,TV,2021
623725,"0714385 30 10MR    SE-12-20-3-5    4,020 Sq. Feet",E,10,Municipal Public Lands-Exempt,M  Municipal,47700,0,0,47700,530 Country Meadows Way N.W.,NR  LAND,,TV,2021
623730,"0412056 28 1    SE-12-20-3-5    5,490 Sq. Feet",T,2,Residential,I  Individual,100600,194300,0,294900,502 COUNTRY MEADOWS STREET,R    LAND & IMPROVEMENTS,,TV,2021
623740,"0412056 28 2    SE-12-20-3-5    4,679 Sq. Feet",T,2,Residential,I  Individual,90300,206900,0,297200,504 COUNTRY MEADOWS STREET,R    LAND & IMPROVEMENTS,,TV,2021
623750,"0412056 28 3    SE-12-20-3-5    4,679 Sq. Feet",T,2,Residential,I  Individual,90300,229200,0,319500,506 COUNTRY MEADOWS STREET,R    LAND & IMPROVEMENTS,,TV,2021
623760,"0412056 28 4    SE-12-20-3-5    4,679 Sq. Feet",T,2,Residential,I  Individual,90300,212800,0,303100,508 COUNTRY MEADOWS STREET,R    LAND & IMPROVEMENTS,,TV,2021
623770,"0412056 28 5    SE-12-20-3-5    4,679 Sq. Feet",T,2,Residential,I  Individual,90300,231600,0,321900,510 COUNTRY MEADOWS STREET,R    LAND & IMPROVEMENTS,,TV,2021
623780,"0412056 28 6    SE-12-20-3-5    4,679 Sq. Feet",T,2,Residential,I  Individual,90300,209000,0,299300,512 COUNTRY MEADOWS STREET,R    LAND & IMPROVEMENTS,,TV,2021
623790,"0412056 28 7    SE-12-20-3-5    4,679 Sq. Feet",T,2,Residential,I  Individual,90300,253500,0,343800,514 COUNTRY MEADOWS STREET,R    LAND & IMPROVEMENTS,,TV,2021
623800,"0412056 28 8    SE-12-20-3-5    4,679 Sq. Feet",T,2,Residential,I  Individual,90300,249700,0,340000,516 COUNTRY MEADOWS STREET,R    LAND & IMPROVEMENTS,,TV,2021
623810,"0412056 28 9    SE-12-20-3-5    4,882 Sq. Feet",T,2,Residential,I  Individual,92900,211300,0,304200,518 COUNTRY MEADOWS STREET,R    LAND & IMPROVEMENTS,,TV,2021
623820,"0412056 28 10    SE-12-20-3-5    4,762 Sq. Feet",T,2,Residential,I  Individual,91300,216800,0,308100,520 COUNTRY MEADOWS STREET,R    LAND & IMPROVEMENTS,,TV,2021
623830,"1113431 32 40MR    SE-12-20-3-5    13,504 Sq. Feet",E,10,Municipal Public Lands-Exempt,M  Municipal,117700,0,0,117700,522 COUNTRY MEADOWS STREET,NR  LAND,COUNTRY MEADOWS (MUNICIPAL RESERVE),TV,2021
623840,0412056 31 1    SE-12-20-3-5    2.99 Acres,E,11,Institutional,I  Individual,229600,1730600,0,1960200,405 Dunham Lane N.W.,NR  LAND & IMPROVEMENTS,,TV,2021
623850,"1113431 32 1    SE-12-20-3-5    4,612 Sq. Feet",T,2,Residential,I  Individual,97500,251500,0,349000,401 Edward Avenue N.W.,R    LAND & IMPROVEMENTS,,TV,2021
623860,"1113431 32 2    SE-12-20-3-5    4,662 Sq. Feet",T,2,Residential,I  Individual,98200,221700,0,319900,403 Edward Avenue N.W.,R    LAND & IMPROVEMENTS,,TV,2021
623870,"1113431 32 3    SE-12-20-3-5    4,662 Sq. Feet",T,2,Residential,I  Individual,98200,259200,0,357400,405 Edward Avenue N.W.,R    LAND & IMPROVEMENTS,,TV,2021
623880,"1113431 32 4    SE-12-20-3-5    4,662 Sq. Feet",T,2,Residential,I  Individual,98200,231300,0,329500,407 Edward Avenue N.W.,R    LAND & IMPROVEMENTS,,TV,2021
623890,"1113431 32 39    SE-12-20-3-5    5,017 Sq. Feet",T,2,Residential,I  Individual,98900,301100,0,400000,601 Country Meadows Close N.W.,R    LAND & IMPROVEMENTS,,TV,2021
623900,"1113431 32 38    SE-12-20-3-5    4,458 Sq. Feet",T,2,Residential,I  Individual,91400,252700,0,344100,603 Country Meadows Close N.W.,R    LAND & IMPROVEMENTS,,TV,2021
623910,"1113431 32 37    SE-12-20-3-5    4,458 Sq. Feet",T,2,Residential,I  Individual,91400,235000,0,326400,605 Country Meadows Close N.W.,R    LAND & IMPROVEMENTS,,TV,2021
623920,"1113431 32 36    SE-12-20-3-5    4,458 Sq. Feet",T,2,Residential,I  Individual,91400,259400,0,350800,607 Country Meadows Close N.W.,R    LAND & IMPROVEMENTS,,TV,2021
623930,"1413063 32 35    SE-12-20-3-5    4,458 Sq. Feet",T,2,Residential,I  Individual,91400,238900,0,330300,609 Country Meadows Close N.W.,R    LAND & IMPROVEMENTS,,TV,2021
623940,"1413063 32 34    SE-12-20-3-5    4,458 Sq. Feet",T,2,Residential,I  Individual,91400,200500,0,291900,611 Country Meadows Close N.W.,R    LAND & IMPROVEMENTS,,TV,2021
623950,"1413063 32 33    SE-12-20-3-5    4,458 Sq. Feet",T,2,Residential,I  Individual,91400,235600,0,327000,613 Country Meadows Close N.W.,R    LAND & IMPROVEMENTS,,TV,2021
623960,"1413063 32 32    SE-12-20-3-5    4,458 Sq. Feet",T,2,Residential,I  Individual,91400,231800,0,323200,615 Country Meadows Close N.W.,R    LAND & IMPROVEMENTS,,TV,2021
623970,"1413063 32 31    SE-12-20-3-5    4,440 Sq. Feet",T,2,Residential,I  Individual,91200,238300,0,329500,617 Country Meadows Close N.W.,R    LAND & IMPROVEMENTS,,TV,2021
