Roll Number,Legal Address,Tax/Exempt,Prop Type Code,Prop Type,Payer Type,Land Value,Impr. Value,Other Value,Total Value,Street Address,Prop Subtype,Description,Town,Tax Year
603200,"2229EW 3 W.30    SE-12-20-3-5    3,230 Sq. Feet",T,2,Residential,I  Individual,71800,160700,0,232500,107B FRONTENAC AVE. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
603210,"2229EW 3 E.30    SE-12-20-3-5    3,230 Sq. Feet",T,2,Residential,I  Individual,71800,160700,0,232500,107A FRONTENAC AVE. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
603220,"2229EW 3 W31    SE-12-20-3-5    3,225 Sq. Feet",T,2,Residential,I  Individual,74600,162000,0,236600,105B FRONTENAC AVE. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
603230,"2229EW 3 E31    SE-12-20-3-5    3,225 Sq. Feet",T,2,Residential,I  Individual,74600,162000,0,236600,105A FRONTENAC AVE. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
604010,"7423DQ 4 1,2    SE-12-20-3-5    7,920 Sq. Feet",T,2,Residential,I  Individual,110200,137400,0,247600,210 SUNSET BLVD. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
604020,"7423DQ 4 3    SE-12-20-3-5    3,960 Sq. Feet",T,2,Residential,I  Individual,83300,53600,0,136900,212 SUNSET BLVD. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
604030,"7423DQ 4 4,P5    SE-12-20-3-5    5,940 Sq. Feet",T,2,Residential,I  Individual,101500,115400,0,216900,214 SUNSET BLVD. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
604040,"7423DQ 4 W5,6    SE-12-20-3-5    5,940 Sq. Feet",T,2,Residential,I  Individual,101500,188600,0,290100,216 SUNSET BLVD. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
604050,"7423DQ 4 7    SE-12-20-3-5    3,960 Sq. Feet",T,2,Residential,I  Individual,72400,39900,0,112300,218 SUNSET BLVD. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
604060,"7423DQ 4 8    SE-12-20-3-5    3,960 Sq. Feet",T,2,Residential,I  Individual,72400,43900,0,116300,220 SUNSET BLVD. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
604070,"7423DQ 4 9,10    SE-12-20-3-5    7,920 Sq. Feet",T,2,Residential,I  Individual,110200,81500,0,191700,222 SUNSET BLVD. NW,R    LAND & IMPROVEMENTS,,DV,2023
604080,"7423DQ 4 11,12    SE-12-20-3-5    7,920 Sq. Feet",T,2,Residential,I  Individual,110200,203000,0,313200,224 SUNSET BLVD. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
604090,"7423DQ 4 13    SE-12-20-3-5    6,360 Sq. Feet",T,2,Residential,I  Individual,103800,143400,0,247200,226 SUNSET BLVD. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
604100,"8054EK 4 14    SE-12-20-3-5    5,880 Sq. Feet",T,2,Residential,I  Individual,107800,167000,0,274800,202 Sunset Blvd. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
604105,"8054EK 4 14,15    SE-12-20-3-5    6,120 Sq. Feet",T,2,Residential,I  Individual,110000,123000,0,233000,204 SUNSET BLVD. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
604110,"8054EK 4 15,16    SE-12-20-3-5    5,970 Sq. Feet",T,2,Residential,I  Individual,101900,150800,0,252700,206 SUNSET BLVD. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
604120,"8054EK 4 17    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,102300,114700,0,217000,208 SUNSET BLVD. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
604130,"8054EK 4 PT18    SE-12-20-3-5    10,812 Sq. Feet",T,2,Residential,I  Individual,119900,46200,0,166100,106 HUBERT ST. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
604140,"3603FD 4 19    SE-12-20-3-5    8,270 Sq. Feet",T,2,Residential,I  Individual,139500,616600,0,756100,201 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
604150,"9212439 4 18A    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,102300,33800,0,136100,203 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
604160,"3603FD 4 20,P21    SE-12-20-3-5    6,600 Sq. Feet",T,2,Residential,I  Individual,104700,81600,0,186300,207 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
604170,"3603FD 4 P21,22    SE-12-20-3-5    11,280 Sq. Feet",T,2,Residential,I  Individual,120600,149700,0,270300,211 WINDSOR AVE. NW,R    LAND & IMPROVEMENTS,,DV,2023
604180,"1178LK 4 23A    SE-12-20-3-5    9,000 Sq. Feet",T,2,Residential,I  Individual,114600,256100,0,370700,213 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
604190,"1178LK 4 24A    SE-12-20-3-5    9,000 Sq. Feet",T,2,Residential,I  Individual,114600,190500,0,305100,215 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
604200,"3603FD 4 26    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,102300,70900,0,173200,217 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
604210,"3603FD 4 27    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,102300,163600,0,265900,219 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
604220,"3603FD 4 28    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,102300,206100,0,308400,221 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
605010,"7423DQ 5 1,E2    SE-12-20-3-5    5,940 Sq. Feet",T,2,Residential,I  Individual,111800,98700,0,210500,302 SUNSET BLVD. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
605020,"7423DQ 5 2-4    SE-12-20-3-5    9,900 Sq. Feet",T,2,Residential,I  Individual,130300,122600,0,252900,304 SUNSET BLVD. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
605030,"7423DQ 5 5,6    SE-12-20-3-5    7,920 Sq. Feet",T,2,Residential,I  Individual,121400,200000,0,321400,306 SUNSET BLVD. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
605040,"7423DQ 5 7,EB    SE-12-20-3-5    5,940 Sq. Feet",T,2,Residential,I  Individual,111800,85400,0,197200,308 SUNSET BLVD. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
605050,"7423DQ 5 W8,9    SE-12-20-3-5    5,940 Sq. Feet",T,2,Residential,I  Individual,111800,121700,0,233500,310 SUNSET BLVD. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
605060,"7423DQ 5 10,11    SE-12-20-3-5    7,920 Sq. Feet",T,2,Residential,I  Individual,121400,113600,0,235000,312 SUNSET BLVD. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
605070,"9311679 5 34    SE-12-20-3-5    5,930 Sq. Feet",T,2,Residential,I  Individual,111700,90000,0,201700,314 SUNSET BLVD. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
605075,"9311679 5 35    SE-12-20-3-5    5,930 Sq. Feet",T,2,Residential,I  Individual,111700,187000,0,298700,316 SUNSET BLVD. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
605078,"7423DQ 5 15-17    SE-12-20-3-5    11,880 Sq. Feet",T,2,Residential,I  Individual,133900,131900,0,265800,320 SUNSET BLVD. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
605090,"7423DQ 5 18,19    SE-12-20-3-5    7,920 Sq. Feet",T,2,Residential,I  Individual,121400,75500,0,196900,324 SUNSET BLVD. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
605100,"7423DQ 5 20    SE-12-20-3-5    3,960 Sq. Feet",T,2,Residential,I  Individual,79800,144000,0,223800,328 SUNSET BLVD. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
605110,"3603FD 5 21,W22    SE-12-20-3-5    10,200 Sq. Feet",T,2,Residential,I  Individual,131200,215400,0,346600,321 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,WEST HALF OF LOT 21 AND LOT 22,DV,2023
605120,"3603FD 5 E22P23    SE-12-20-3-5    7,800 Sq. Feet",T,2,Residential,I  Individual,120900,123000,0,243900,319 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
605125,"3603FD 5 P23,24    SE-12-20-3-5    7,200 Sq. Feet",T,2,Residential,I  Individual,118100,201900,0,320000,317 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
605130,"3603FD 5 25    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,112700,234500,0,347200,315 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
605135,"3603FD 5 W26    SE-12-20-3-5    5,400 Sq. Feet",T,2,Residential,I  Individual,104100,263600,0,367700,313 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
605140,"3603FD 5 E26,27    SE-12-20-3-5    6,600 Sq. Feet",T,2,Residential,I  Individual,115400,186600,0,302000,311 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
605150,"3603FD 5 28    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,112700,163000,0,275700,309 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
605160,"3603FD 5 29,W30    SE-12-20-3-5    9,000 Sq. Feet",T,2,Residential,I  Individual,126300,171200,0,297500,307 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
605170,"3603FD 5 E30,31    SE-12-20-3-5    9,000 Sq. Feet",T,2,Residential,I  Individual,126300,193200,0,319500,305 WINDSOR AVE. NW,R    LAND & IMPROVEMENTS,,DV,2023
605180,"3603FD 5 32,33    SE-12-20-3-5    12,000 Sq. Feet",T,2,Residential,I  Individual,143500,424900,0,568400,301 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
606010,"3138FM 6 E1    SE-12-20-3-5    4,500 Sq. Feet",T,2,Residential,I  Individual,100300,133900,0,234200,401A WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
606020,"3138FM 6 W1    SE-12-20-3-5    4,500 Sq. Feet",T,2,Residential,I  Individual,100300,127600,0,227900,401B WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
606030,"3138FM 6 2    SE-12-20-3-5    9,000 Sq. Feet",T,2,Residential,I  Individual,126300,123800,0,250100,403 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
606040,"3138FM 6 3    SE-12-20-3-5    10,560 Sq. Feet",E,27,Lodge Accommodation,P  Provincial,131700,461200,0,592900,405 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
606050,"3138FM 6 4,5    SE-12-20-3-5    12,000 Sq. Feet",T,2,Residential,I  Individual,134100,214900,0,349000,407 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
606060,"3138FM 6 6    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,112700,210600,0,323300,411 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
606070,"3138FM 6 7    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,112700,168400,0,281100,413 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
606080,"3138FM 6 8    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,112700,140700,0,253400,415 WINSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
606090,"3138FM 6 9    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,112700,178200,0,290900,417 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
606510,"7423DQ 6 1,2    SE-12-20-3-5    5,160 Sq. Feet",T,2,Residential,I  Individual,100600,43200,0,143800,402 SUNSET BLVD. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
606520,"7423DQ 6 W2,3    SE-12-20-3-5    6,720 Sq. Feet",T,2,Residential,I  Individual,116000,203300,0,319300,404 SUNSET BOULEVARD N.W.,R    LAND & IMPROVEMENTS,,DV,2023
606525,"7423DQ 6 4-6    SE-12-20-3-5    11,880 Sq. Feet",T,2,Residential,I  Individual,133900,214900,0,348800,406 SUNSET BLVD. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
606540,"7423DQ 6 7,8    SE-12-20-3-5    7,920 Sq. Feet",T,2,Residential,I  Individual,121400,153300,0,274700,410 SUNSET BLVD. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
606550,"7423DQ 6 9,P10    SE-12-20-3-5    5,940 Sq. Feet",T,2,Residential,I  Individual,111800,58300,0,170100,414 SUNSET BLVD. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
606560,"7423DQ 6 10,11    SE-12-20-3-5    5,940 Sq. Feet",T,2,Residential,I  Individual,111800,158800,0,270600,416 SUNSET BLVD. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
606570,"7423DQ 6 12,13    SE-12-20-3-5    5,940 Sq. Feet",T,2,Residential,I  Individual,111800,137900,0,249700,418 SUNSET BLVD. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
606580,"7423DQ 6 13-15    SE-12-20-3-5    7,920 Sq. Feet",T,2,Residential,I  Individual,121400,107200,0,228600,420 SUNSET BLVD. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
606590,"7423DQ 6 15,16    SE-12-20-3-5    7,080 Sq. Feet",T,2,Residential,I  Individual,117600,154400,0,272000,422 SUNSET BLVD. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
607010,"3138FM 7 10    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,112700,236200,0,348900,151 JOHN ST. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
607020,"3138FM 7 11,12    SE-12-20-3-5    12,000 Sq. Feet",T,2,Residential,I  Individual,134100,208900,0,343000,418 WINDSOR AVE. NW,R    LAND & IMPROVEMENTS,,DV,2023
607030,"3138FM 7 13,14    SE-12-20-3-5    12,000 Sq. Feet",T,2,Residential,I  Individual,134100,180000,0,314100,412 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
607040,"3138FM 7 15,16    SE-12-20-3-5    9,600 Sq. Feet",T,2,Residential,I  Individual,129000,223600,0,352600,410 WINSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
607050,"3138FM 7 16,17    SE-12-20-3-5    8,400 Sq. Feet",T,2,Residential,I  Individual,123600,197800,0,321400,408 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
607060,"3138FM 7 18    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,112700,58500,0,171200,406 WINDSOR AVE. NW,R    LAND & IMPROVEMENTS,,DV,2023
607070,"3138FM 7 19    SE-12-20-3-5    5,400 Sq. Feet",T,2,Residential,I  Individual,104100,87200,0,191300,404 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
607080,"3138FM 7 20    SE-12-20-3-5    5,160 Sq. Feet",T,2,Residential,I  Individual,100600,234200,0,334800,402 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
607510,"7556JK 7 1    SE-12-20-3-5    8,880 Sq. Feet",T,2,Residential,I  Individual,125700,196300,0,322000,401 EDGAR AVE. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
607520,"7556JK 7 2    SE-12-20-3-5    8,400 Sq. Feet",T,2,Residential,I  Individual,123600,182000,0,305600,403 EDGAR AVE. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
607530,"7556JK 7 3    SE-12-20-3-5    7,800 Sq. Feet",T,2,Residential,I  Individual,120900,192000,0,312900,405 EDGAR AVE. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
607540,"7556JK 7 4    SE-12-20-3-5    7,200 Sq. Feet",T,2,Residential,I  Individual,118100,174600,0,292700,407 EDGAR AVE. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
607550,"7556JK 7 5    SE-12-20-3-5    7,800 Sq. Feet",T,2,Residential,I  Individual,120900,166200,0,287100,409 EDGAR AVE. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
607560,"7556JK 7 6    SE-12-20-3-5    7,200 Sq. Feet",T,2,Residential,I  Individual,118100,192800,0,310900,411 EDGAR AVE. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
607570,"7556JK 7 7    SE-12-20-3-5    8,400 Sq. Feet",T,2,Residential,I  Individual,123600,262400,0,386000,413 EDGAR AVE. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
607580,"7556JK 7 8    SE-12-20-3-5    8,880 Sq. Feet",T,2,Residential,I  Individual,125700,198400,0,324100,415 EDGAR AVE. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
608010,"3603FD 8 1    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,112700,194400,0,307100,124 GEORGE ST. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
608020,"3603FD 8 2    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,112700,151400,0,264100,304 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
608030,"3603FD 8 3,4    SE-12-20-3-5    12,000 Sq. Feet",T,2,Residential,I  Individual,134100,142100,0,276200,306 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
608040,"3603FD 8 5,6    SE-12-20-3-5    12,000 Sq. Feet",T,2,Residential,I  Individual,134100,207800,0,341900,310 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
608050,"3603FD 8 7    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,112700,88100,0,200800,314 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
608060,"3603FD 8 8    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,112700,38200,0,150900,316 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
608070,"3603FD 8 9    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,112700,208100,0,320800,318 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
608075,"3603FD 8 10    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,112700,338200,0,450900,320 Windsor Ave NW,R    LAND & IMPROVEMENTS,,DV,2023
608080,"3603FD 8 11    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,112700,281500,0,394200,322 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
608100,"3603FD 8 12    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,112700,215500,0,328200,324 WINDSOR AVE. NW,R    LAND & IMPROVEMENTS,,DV,2023
608110,"3603FD 8 13    SE-12-20-3-5    7,200 Sq. Feet",T,2,Residential,I  Individual,118100,90800,0,208900,326 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
608120,"1236FK 8 14    SE-12-20-3-5    12,000 Sq. Feet",T,2,Residential,I  Individual,134100,206700,0,340800,301 EDGAR AVE. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
608130,"5676JK 8 15    SE-12-20-3-5    9,000 Sq. Feet",T,2,Residential,I  Individual,126300,167800,0,294100,305 EDGAR AVE. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
608140,"5676JK 8 16    SE-12-20-3-5    9,000 Sq. Feet",T,2,Residential,I  Individual,126300,221600,0,347900,307 EDGAR AVE. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
608150,"5676JK 8 17    SE-12-20-3-5    8,400 Sq. Feet",T,2,Residential,I  Individual,123600,197600,0,321200,309 EDGAR AVE. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
608160,"5676JK 8 18    SE-12-20-3-5    7,200 Sq. Feet",T,2,Residential,I  Individual,118100,174500,0,292600,311 EDGAR AVE. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
608170,"5676JK 8 19    SE-12-20-3-5    8,400 Sq. Feet",T,2,Residential,I  Individual,123600,200200,0,323800,313 EDGAR AVE. NW,R    LAND & IMPROVEMENTS,,DV,2023
608180,"5676JK 8 20    SE-12-20-3-5    8,100 Sq. Feet",T,2,Residential,I  Individual,122200,150900,0,273100,315 EDGAR AVE. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
608185,"5676JK 8 21    SE-12-20-3-5    9,000 Sq. Feet",T,2,Residential,I  Individual,126300,172700,0,299000,317 EDGAR AVE. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
608190,"5676JK 8 22    SE-12-20-3-5    9,000 Sq. Feet",T,2,Residential,I  Individual,126300,233200,0,359500,319 EDGAR AVE. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
609010,"3603FD 9 1    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,102300,66500,0,168800,202 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
609020,"3603FD 9 2    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,102300,144100,0,246400,204 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
609030,"3603FD 9 E42'3    SE-12-20-3-5    5,040 Sq. Feet",T,2,Residential,I  Individual,89800,66500,0,156300,206 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
609040,"3603FD 9 W3,4    SE-12-20-3-5    6,960 Sq. Feet",T,2,Residential,I  Individual,106200,198200,0,304400,208 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
609050,"3603FD 9 5    SE-12-20-3-5    6,960 Sq. Feet",T,2,Residential,I  Individual,106200,185400,0,291600,210 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
609060,"3603FD 9 6    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,102300,127600,0,229900,212 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
609070,"3603FD 9 7    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,102300,68200,0,170500,214 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
609075,"3603FD 9 8    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,112500,278800,0,391300,216 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
609080,"3603FD 9 9    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,102300,253800,0,356100,218 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
609090,"3603FD 9 E10    SE-12-20-3-5    3,000 Sq. Feet",T,2,Residential,I  Individual,66000,170300,0,236300,220A WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
609100,"3603FD 9 W10    SE-12-20-3-5    3,000 Sq. Feet",T,2,Residential,I  Individual,66000,162100,0,228100,220B WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
609110,"3603FD 9 E11    SE-12-20-3-5    3,000 Sq. Feet",T,2,Residential,I  Individual,68600,162600,0,231200,222A WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
609120,"3603FD 9 W11    SE-12-20-3-5    3,000 Sq. Feet",T,2,Residential,I  Individual,68600,159700,0,228300,222B WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
609130,"3603FD 9 12,13    SE-12-20-3-5    12,000 Sq. Feet",T,2,Residential,I  Individual,139400,213300,0,352700,224 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
609150,"3603FD 9 14    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,102300,146700,0,249000,225 EDGAR AVE. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
609160,"3603FD 9 W15    SE-12-20-3-5    3,000 Sq. Feet",T,2,Residential,I  Individual,60700,122500,0,183200,223B EDGAR AVE. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
609170,"3603FD 9 E15    SE-12-20-3-5    3,000 Sq. Feet",T,2,Residential,I  Individual,60700,123600,0,184300,223A EDGAR AVE. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
609175,"3603FD 9 16    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,102300,171100,0,273400,221 Edgar Avenue N.W.,R    LAND & IMPROVEMENTS,,DV,2023
609180,"3603FD 9 17    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,102300,174000,0,276300,219 EDGAR AVE. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
609190,"3603FD 9 18    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,102300,162700,0,265000,217 EDGAR AVE. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
609200,"3603FD 9 19    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,102300,189100,0,291400,215 EDGAR AVE. NW,R    LAND & IMPROVEMENTS,,DV,2023
609210,"3603FD 9 20    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,102300,175000,0,277300,213 EDGAR AVE. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
609220,"3603FD 9 21    SE-12-20-3-5    6,960 Sq. Feet",T,2,Residential,I  Individual,106200,105700,0,211900,211 EDGAR AVE. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
609230,"3603FD 9 22    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,102300,80800,0,183100,209 EDGAR AVE. NW,R    LAND & IMPROVEMENTS,,DV,2023
609240,"3603FD 9 23    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,102300,104400,0,206700,207 EDGAR AVE. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
609250,"3603FD 9 24    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,102300,105100,0,207400,205 EDGAR AVE. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
609260,"3603FD 9 25    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,102300,212900,0,315200,203 EDGAR AVE. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
609270,"3603FD 9 26    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,102300,185700,0,288000,136 HUBERT ST. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
610010,"1236FK 10 1    SE-12-20-3-5    4,680 Sq. Feet",T,2,Residential,I  Individual,85100,174400,0,259500,102 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
610020,"1236FK 10 2    SE-12-20-3-5    4,680 Sq. Feet",T,2,Residential,I  Individual,93700,59900,0,153600,104 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
610030,"1236FK 10 3    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,102300,104800,0,207100,106 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
610040,"1236FK 10 4    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,102300,157800,0,260100,108 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
610050,"1236FK 10 5    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,102300,162900,0,265200,110 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,DV,2023
